Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
3324,27.700000,-270.810577,-584.463867,-218.632980,-305.915741,-284.699280,-170.274338,-264.862671,-712.338989,-225.470306,-290.230164,-340.459839,-286.107574,-266.063141,-571.539612,-364.435791,-292.294586,-225.914215,-382.709564,-324.993439,-368.055634,-122.509377,-290.888611,-737.950012,-135.218933,-300.730896,-400.284973,-414.225159,,,,,,,,,,,,
3325,27.708000,-271.359253,-582.881409,-217.218155,-306.190582,-281.112213,-168.413635,-265.348724,-710.574829,-225.276993,-291.288818,-338.571960,-282.948944,-267.034546,-570.089355,-362.927429,-292.782715,-225.049103,-380.802490,-325.190430,-365.338409,-122.475861,-291.134003,-736.060547,-135.024872,-301.514465,-398.731506,-412.230988,,,,,,,,,,,,
3326,27.717000,-272.120819,-581.295410,-215.697891,-306.599976,-277.285553,-166.799057,-265.910889,-708.890320,-225.094482,-291.763550,-337.202637,-280.273712,-268.017731,-568.807068,-361.509338,-293.838104,-221.546143,-376.181488,-325.422333,-362.603790,-122.355492,-291.772766,-734.430115,-134.305786,-302.417908,-397.249786,-410.240601,,,,,,,,,,,,
3327,27.725000,-272.808929,-579.839294,-214.222015,-306.807434,-273.915710,-165.282806,-266.580414,-707.284851,-224.733902,-292.360687,-335.857147,-277.561584,-269.165283,-567.598450,-359.972717,-294.322723,-220.377579,-373.726318,-325.621826,-359.987396,-122.214523,-292.173431,-732.617188,-134.111023,-303.330109,-395.973175,-408.226990,,,,,,,,,,,,
3328,27.733000,-273.611420,-578.434509,-212.822342,-306.859253,-270.836090,-163.927521,-267.317902,-705.687500,-224.273087,-292.928680,-334.821289,-275.242279,-270.245636,-566.643494,-358.493164,-294.779633,-219.380951,-371.439514,-325.833466,-357.550110,-122.170906,-292.268372,-731.067383,-133.846207,-304.178223,-394.824310,-406.302399,,,,,,,,,,,,
3329,27.742000,-274.284485,-576.877808,-211.444763,-306.880768,-267.973602,-162.739120,-267.904022,-703.957275,-223.865891,-293.476776,-333.620941,-273.058167,-271.382446,-565.770386,-357.236877,-295.177094,-218.416702,-369.425323,-325.920746,-355.140656,-122.046188,-292.422943,-729.253967,-133.604660,-305.062561,-393.800720,-404.519562,,,,,,,,,,,,
3330,27.750000,-274.694214,-575.353027,-210.182068,-306.935120,-265.146820,-161.670319,-268.567688,-702.311523,-223.722168,-293.565033,-332.360077,-270.974060,-272.505005,-564.928284,-355.911896,-295.327850,-217.543304,-367.738281,-325.524445,-352.767273,-122.309471,-292.553925,-727.628113,-133.515060,-305.953644,-392.835327,-403.078094,,,,,,,,,,,,
3331,27.758000,-274.973450,-573.663696,-208.908997,-306.890381,-262.392090,-160.678909,-269.153229,-700.388306,-223.554428,-293.918030,-331.102844,-268.977753,-273.594818,-564.115784,-354.684662,-295.624969,-216.898727,-366.495911,-325.756531,-350.400146,-122.170441,-292.911926,-725.835449,-133.255188,-306.829193,-392.033325,-401.744476,,,,,,,,,,,,
3332,27.767000,-275.244995,-571.743408,-207.689438,-306.813354,-259.764221,-159.675293,-269.765839,-698.403809,-223.209290,-294.356140,-329.833496,-267.278046,-274.569580,-563.419678,-353.524292,-296.108032,-216.149033,-365.380737,-326.036499,-348.136505,-122.023033,-293.173218,-724.173706,-132.870087,-307.736481,-391.320374,-400.464813,,,,,,,,,,,,
3333,27.775000,-275.848083,-569.677307,-206.473358,-306.897491,-257.064697,-158.698380,-270.313568,-696.163269,-222.854050,-294.806152,-328.553955,-265.445435,-275.537628,-562.833374,-352.369965,-296.462128,-215.567749,-364.364838,-326.218597,-345.828033,-121.950325,-293.504059,-722.232788,-132.612259,-308.472565,-390.723206,-399.396210,,,,,,,,,,,,
3334,27.783000,-276.616241,-567.436768,-205.370529,-307.121735,-254.474228,-157.910690,-270.774231,-693.701782,-222.524475,-295.145844,-327.514160,-263.696136,-276.442139,-562.348633,-351.171326,-296.790985,-215.070633,-363.313934,-326.400116,-343.528076,-121.853256,-293.687225,-720.330139,-132.394333,-309.275635,-390.124847,-398.213837,,,,,,,,,,,,
3335,27.792000,-277.546112,-565.103210,-204.265137,-307.306488,-252.130096,-157.461655,-271.163269,-691.197571,-222.238281,-295.612061,-326.659546,-262.313873,-277.296173,-561.750549,-350.208374,-297.333191,-214.498978,-362.301849,-326.557953,-341.455658,-121.803406,-293.937317,-718.346558,-132.366760,-309.950836,-389.552063,-397.176636,,,,,,,,,,,,
3336,27.800000,-278.293579,-562.800293,-203.391724,-307.566193,-250.255310,-157.626083,-271.662445,-688.752075,-221.890640,-296.018951,-326.215088,-261.490845,-277.949249,-561.191895,-349.343658,-297.832947,-214.022644,-361.322388,-326.710388,-339.659149,-121.840157,-294.416229,-716.189697,-131.945206,-310.563538,-389.051208,-396.300201,,,,,,,,,,,,
3337,27.808000,-278.872223,-560.642395,-202.742432,-307.871490,-248.648300,-157.867462,-272.061096,-686.478516,-221.695068,-296.517303,-326.010529,-260.862885,-278.444855,-560.650452,-348.666931,-298.551727,-213.441284,-360.293915,-326.867645,-337.847229,-121.836464,-294.771027,-714.225952,-131.762741,-311.016327,-388.528870,-395.496582,,,,,,,,,,,,
3338,27.817000,-279.261139,-558.619446,-202.428192,-308.114960,-247.085342,-158.549622,-272.302277,-684.386902,-221.536591,-296.978058,-325.777588,-260.395721,-278.650635,-560.219360,-348.336700,-299.074310,-212.925537,-359.575012,-327.089966,-336.116028,-121.824104,-294.846527,-712.338867,-131.957703,-311.429230,-388.010101,-394.839844,,,,,,,,,,,,
3339,27.825000,-279.262207,-556.769470,-202.219315,-308.464935,-245.592834,-159.225800,-272.277100,-682.558411,-221.392502,-297.200989,-325.571350,-260.090240,-278.829071,-559.797485,-348.057617,-299.471832,-212.437897,-358.983521,-327.137421,-334.442719,-121.876869,-295.019348,-710.531799,-131.657837,-311.783539,-387.588562,-394.432007,,,,,,,,,,,,
3340,27.833000,-279.316254,-555.031616,-202.018524,-308.614410,-244.291458,-159.895782,-272.278717,-680.758057,-221.207413,-297.315399,-325.425873,-259.930756,-278.924103,-559.471252,-347.834534,-299.755432,-212.030167,-358.604340,-327.197052,-332.764984,-121.806686,-294.976807,-708.718628,-131.461044,-312.023041,-387.226105,-394.134125,,,,,,,,,,,,
3341,27.842000,-279.242615,-553.398560,-201.787018,-308.458710,-243.003052,-160.721771,-272.281708,-679.108337,-221.060944,-297.306244,-325.262024,-259.855286,-279.078644,-559.208801,-347.518402,-299.806519,-211.773331,-358.481354,-327.251495,-331.134705,-121.698914,-295.093475,-707.038696,-131.282166,-312.132446,-386.965942,-393.902222,,,,,,,,,,,,
3342,27.850000,-279.474701,-551.668518,-201.583603,-308.482544,-241.808212,-161.415283,-272.513214,-677.349915,-220.932648,-297.218964,-325.120575,-259.766296,-279.251404,-558.937927,-347.194489,-299.725739,-211.598419,-358.427338,-327.036865,-329.645142,-121.630592,-295.153412,-705.307373,-131.261780,-312.219849,-386.708557,-393.657196,,,,,,,,,,,,
3343,27.858000,-279.693695,-549.993713,-201.460251,-308.374969,-240.700272,-162.302689,-272.790283,-675.567322,-220.742432,-297.094604,-325.096771,-259.790680,-279.347412,-558.901184,-346.962006,-299.492737,-211.559692,-358.461426,-327.062073,-328.213196,-121.516602,-295.373871,-703.562622,-131.093277,-312.148987,-386.677917,-393.535706,,,,,,,,,,,,
3344,27.867000,-279.753265,-548.240784,-201.382965,-308.210602,-239.780106,-163.165344,-272.953430,-673.897034,-220.654541,-296.987366,-325.156097,-259.862946,-279.356720,-558.998779,-346.761627,-299.150940,-211.604691,-358.511353,-327.040985,-326.776367,-121.362404,-295.540955,-701.852417,-130.931381,-311.967590,-386.741852,-393.477112,,,,,,,,,,,,
3345,27.875000,-279.817047,-546.589905,-201.575333,-308.095093,-238.858002,-164.127350,-273.008057,-672.291077,-220.631546,-296.776215,-325.199615,-259.897644,-279.307953,-559.128113,-346.777222,-298.607758,-211.716064,-358.632935,-327.285095,-325.141815,-121.433914,-295.668121,-700.011536,-130.928543,-311.728943,-386.849670,-393.562378,,,,,,,,,,,,
3346,27.883000,-279.631104,-545.174805,-202.070053,-307.797943,-237.921371,-165.115494,-272.964020,-670.817444,-220.600510,-296.292847,-325.215607,-259.916107,-279.047485,-559.311401,-347.056366,-298.116913,-211.802612,-358.808228,-327.113098,-323.624664,-121.428802,-295.388947,-698.297607,-131.045853,-311.390961,-386.978546,-393.785126,,,,,,,,,,,,
3347,27.892000,-279.297455,-543.887756,-202.640121,-307.510284,-237.037582,-165.941238,-272.969849,-669.641602,-220.555634,-295.862122,-325.148285,-259.900543,-278.714935,-559.569153,-347.540466,-297.621399,-211.967880,-359.064423,-327.052185,-322.126068,-121.365997,-295.378326,-696.624451,-130.920044,-310.966461,-387.134216,-394.265564,,,,,,,,,,,,
3348,27.900000,-279.015625,-542.713684,-203.309357,-307.370819,-235.947144,-166.761673,-272.724548,-668.668274,-220.624069,-295.573090,-324.991974,-259.857635,-278.295227,-559.776306,-348.109802,-297.220062,-212.199066,-359.419373,-326.872009,-320.629822,-121.373100,-295.172272,-695.052307,-130.859207,-310.566681,-387.265167,-394.739777,,,,,,,,,,,,
3349,27.908000,-278.683411,-541.668945,-204.213135,-307.269745,-234.937195,-167.478012,-272.484497,-667.732788,-220.586716,-295.391449,-324.744751,-259.760651,-277.883453,-559.957214,-348.778290,-296.785553,-212.510559,-359.910583,-326.898285,-319.123138,-121.293907,-295.126160,-693.678406,-130.791245,-310.116516,-387.369720,-395.271973,,,,,,,,,,,,
3350,27.917000,-278.419128,-540.672546,-205.161819,-307.405884,-233.668518,-168.104919,-272.273926,-666.838806,-220.563766,-295.155212,-324.337555,-259.577148,-277.358124,-560.193787,-349.530060,-296.465332,-212.804535,-360.524658,-326.767731,-317.452667,-121.244431,-295.009613,-692.129761,-130.680878,-309.618744,-387.721344,-396.052399,,,,,,,,,,,,
3351,27.925000,-278.250336,-539.707642,-206.127319,-307.302734,-232.511734,-168.776215,-272.076477,-665.930359,-220.584641,-294.835388,-323.829224,-259.417725,-276.867096,-560.517151,-350.360931,-296.236450,-213.094711,-361.205414,-326.896240,-315.957367,-121.209755,-295.062714,-690.403320,-130.528976,-309.207397,-388.090424,-396.886383,,,,,,,,,,,,
3352,27.933000,-278.105347,-538.733704,-207.162277,-307.287781,-231.455872,-169.509811,-271.843628,-665.093018,-220.587509,-294.691925,-323.422028,-259.423859,-276.372925,-560.811584,-351.142975,-295.981903,-213.498947,-362.025970,-326.838409,-314.356598,-121.180969,-295.065216,-688.841003,-130.432617,-308.781891,-388.380737,-397.641541,,,,,,,,,,,,
3353,27.942000,-277.904480,-537.884949,-208.189392,-307.293030,-230.496643,-170.431213,-271.629150,-664.408875,-220.558105,-294.609283,-323.154633,-259.638672,-275.822571,-561.232910,-352.047577,-295.845367,-213.926010,-362.993866,-326.871948,-312.925812,-121.133530,-294.990906,-687.363281,-130.289841,-308.330017,-388.818756,-398.707306,,,,,,,,,,,,
3354,27.950000,-277.711823,-537.179993,-209.390747,-307.284210,-229.771759,-171.548569,-271.294861,-663.709045,-220.548279,-294.464386,-323.085480,-260.091461,-275.353577,-561.708252,-352.979279,-295.470123,-214.467987,-364.167511,-326.798950,-311.493774,-121.228546,-295.052856,-685.821838,-129.965424,-307.967316,-389.388580,-399.767517,,,,,,,,,,,,
3355,27.958000,-277.470184,-536.617371,-210.543655,-307.306793,-229.231705,-172.923874,-271.051208,-663.247620,-220.598984,-294.244324,-323.202240,-260.876007,-274.885803,-562.240845,-353.938843,-295.353394,-215.046356,-365.388031,-326.867767,-310.205719,-121.316452,-294.959747,-684.234558,-129.985275,-307.553192,-389.982574,-400.906372,,,,,,,,,,,,
3356,27.967000,-277.047455,-536.364441,-211.964569,-307.215118,-228.853745,-174.351990,-270.872131,-663.015015,-220.721893,-294.152924,-323.355408,-261.682343,-274.442810,-562.788208,-355.087036,-295.198761,-215.724899,-366.694550,-326.715942,-308.849976,-121.384041,-294.942688,-682.690918,-129.829346,-307.227203,-390.707947,-402.170624,,,,,,,,,,,,
3357,27.975000,-276.790619,-536.052856,-213.347839,-306.941406,-228.630829,-175.946045,-270.699493,-662.887756,-220.785797,-293.859924,-323.579681,-262.601318,-274.118805,-563.540283,-356.352509,-294.997223,-216.627975,-368.160126,-326.685394,-307.722961,-121.528969,-294.831665,-681.361389,-129.724365,-306.944916,-391.567413,-403.502441,,,,,,,,,,,,
3358,27.983000,-276.552368,-535.894836,-214.833298,-306.682556,-228.415451,-177.314606,-270.520294,-662.785095,-220.825363,-293.653503,-323.834595,-263.518707,-273.833984,-564.514526,-357.654327,-294.753540,-217.472519,-369.612854,-326.502747,-306.593872,-121.739388,-294.938782,-679.725952,-129.435364,-306.746002,-392.472443,-404.906860,,,,,,,,,,,,
3359,27.992000,-276.411133,-535.876099,-216.567245,-306.415894,-228.445862,-178.644577,-270.395996,-662.777283,-220.974518,-293.439087,-324.087769,-264.351318,-273.575378,-565.515930,-359.122192,-294.606445,-218.472916,-371.183868,-325.851868,-305.960876,-122.278206,-295.005280,-678.242920,-129.374481,-306.563599,-393.542297,-406.490448,,,,,,,,,,,,
3360,28.000000,-276.338287,-535.925720,-218.506180,-305.515961,-229.082397,-179.649445,-270.421997,-662.918213,-221.112259,-293.067535,-324.660217,-265.470184,-273.415802,-566.594727,-360.703064,-294.587494,-219.672958,-372.858398,-324.621399,-306.601990,-122.985344,-295.021149,-676.827759,-129.283630,-306.405609,-394.703156,-408.091797,,,,,,,,,,,,
3361,28.008000,-276.200562,-536.148865,-220.579056,-304.147614,-231.107117,-180.018814,-270.445862,-663.195984,-221.294220,-292.423920,-325.965820,-266.880341,-273.228943,-567.799377,-362.627563,-294.241974,-220.943344,-374.597961,-323.369720,-308.489380,-123.271927,-295.204926,-675.460876,-129.212067,-306.252136,-395.838989,-409.881897,,,,,,,,,,,,
3362,28.017000,-275.917084,-536.606445,-222.880035,-302.627258,-233.912247,-180.718643,-270.320404,-663.651855,-221.478058,-291.361664,-327.450226,-268.946106,-273.118958,-569.130249,-364.738220,-293.879822,-222.298630,-376.370880,-321.722137,-310.900696,-123.133270,-295.210602,-673.948059,-129.047150,-306.169678,-397.122437,-411.685608,,,,,,,,,,,,
3363,28.025000,-275.481232,-537.262146,-225.279617,-301.174438,-237.655731,-181.569473,-270.178528,-664.349976,-221.760025,-290.604797,-329.592529,-271.489929,-272.948242,-570.740540,-366.961792,-293.650909,-223.726501,-378.106140,-320.541779,-314.255157,-123.339470,-295.220428,-672.527527,-129.018158,-306.033844,-398.515381,-413.715637,,,,,,,,,,,,
3364,28.033000,-275.042419,-538.200256,-227.886520,-300.083221,-241.975021,-182.591324,-270.238922,-665.318420,-221.994629,-290.075745,-332.044708,-274.380280,-272.957581,-572.381653,-369.475769,-293.249115,-225.358414,-380.235748,-319.165161,-318.723877,-124.900871,-295.219391,-671.062683,-128.995407,-305.914978,-400.193726,-415.962799,,,,,,,,,,,,
3365,28.042000,-274.794556,-539.605713,-230.610657,-299.146179,-247.233063,-183.381363,-270.366150,-666.523132,-222.157303,-289.407349,-334.779419,-277.642548,-272.992279,-574.268799,-372.084747,-292.720093,-227.057480,-382.515747,-318.284973,-324.655548,-126.639709,-295.193237,-669.830627,-129.040009,-305.816040,-401.950684,-418.231934,,,,,,,,,,,,
3366,28.050000,-274.513123,-541.230835,-233.325775,-298.451172,-253.398392,-184.233734,-270.537659,-668.187012,-222.491867,-288.699768,-337.882355,-281.315216,-273.181305,-576.360962,-374.691498,-291.948212,-228.981644,-385.000000,-317.536316,-330.997375,-127.732758,-295.395538,-668.437927,-129.079544,-305.545624,-403.845123,-420.838989,,,,,,,,,,,,
3367,28.058000,-274.293884,-543.125183,-235.984619,-297.303864,-260.741547,-185.005219,-270.767334,-669.836121,-222.573303,-287.882812,-341.178680,-285.365234,-273.276825,-578.560730,-377.290985,-291.243469,-231.025681,-387.629303,-316.758667,-338.126648,-128.631638,-295.564819,-667.231873,-129.083649,-305.300507,-405.877350,-423.320831,,,,,,,,,,,,
3368,28.067000,-274.028412,-544.996094,-238.615829,-296.086548,-268.372253,-186.048386,-271.060852,-671.423950,-222.498108,-287.279999,-344.585571,-289.606323,-273.462158,-580.817932,-379.811310,-290.479675,-233.236282,-390.436493,-315.805786,-345.954651,-129.516281,-295.654175,-666.058044,-128.984695,-305.119293,-408.132172,-425.890930,,,,,,,,,,,,
3369,28.075000,-273.891541,-546.912109,-241.172516,-294.593170,-276.686554,-186.830124,-271.143677,-673.181213,-222.461288,-286.334351,-348.096313,-293.978607,-273.625275,-583.110657,-382.363220,-289.768799,-235.511520,-393.412231,-314.330200,-354.614563,-130.578934,-295.697815,-664.827759,-128.946960,-304.941803,-410.473450,-428.632690,,,,,,,,,,,,
3370,28.083000,-273.549561,-549.048401,-243.810226,-292.926788,-286.068207,-187.905167,-271.172455,-674.843140,-222.334641,-285.438141,-351.438263,-298.420990,-273.623535,-585.490540,-385.029175,-289.198395,-237.827072,-396.443573,-312.627472,-363.962860,-131.919693,-295.777008,-663.514099,-128.743439,-304.773743,-412.780884,-431.329315,,,,,,,,,,,,
3371,28.092000,-273.285309,-551.407898,-246.377487,-291.874634,-295.356659,-188.626511,-271.139496,-676.754761,-222.098465,-284.263855,-354.994049,-303.080292,-273.511841,-587.929749,-387.617493,-288.550018,-240.111420,-399.528076,-310.762939,-373.658539,-133.715515,-296.016510,-662.335815,-128.953201,-304.521729,-415.225372,-434.172333,,,,,,,,,,,,
3372,28.100000,-272.925140,-554.135742,-248.907074,-289.652893,-304.976990,-190.219971,-271.061432,-678.925659,-221.576843,-283.096832,-358.306702,-307.400391,-273.287720,-590.460266,-390.242798,-288.036316,-242.615204,-402.617279,-308.885010,-383.697357,-135.312637,-296.080750,-660.859253,-129.096359,-304.169434,-417.770874,-436.949951,,,,,,,,,,,,
3373,28.108000,-272.411530,-557.180969,-251.491791,-288.499695,-314.545685,-191.610580,-270.958954,-681.274902,-220.984650,-282.283661,-361.763794,-311.729156,-273.094879,-593.119324,-393.016724,-287.401489,-245.209457,-405.695557,-307.408051,-393.556580,-137.165726,-296.028503,-659.627686,-129.125458,-303.908112,-420.367432,-439.765747,,,,,,,,,,,,
3374,28.117000,-272.048950,-560.407288,-254.207260,-287.143646,-323.998291,-193.550064,-270.743500,-683.427368,-220.478790,-281.653748,-365.367096,-315.744019,-272.856323,-595.959595,-395.870819,-286.882843,-247.933472,-408.662689,-306.239380,-403.293732,-139.386292,-296.026642,-658.289307,-129.250092,-303.604675,-423.167694,-442.631287,,,,,,,,,,,,
3375,28.125000,-271.821442,-563.683960,-256.946564,-286.173401,-333.017487,-195.532394,-271.021851,-685.732117,-219.401001,-281.208862,-369.081482,-319.429871,-272.655731,-598.981445,-398.863403,-286.371674,-250.828476,-411.404297,-305.423523,-412.748444,-141.891083,-296.024719,-657.042480,-129.320511,-303.177887,-426.105438,-445.464142,,,,,,,,,,,,
3376,28.133000,-271.588623,-567.166992,-259.765137,-285.627167,-341.265106,-197.404099,-270.742676,-688.193970,-218.350769,-280.938782,-372.769196,-322.737152,-272.444641,-602.117188,-401.703979,-285.799011,-253.987198,-414.053101,-304.869080,-421.174103,-144.059326,-296.025909,-655.780334,-129.401093,-302.761444,-429.216583,-448.257568,,,,,,,,,,,,
3377,28.142000,-271.464813,-570.551941,-262.384583,-285.256561,-348.674866,-199.250534,-270.731934,-690.310486,-217.366516,-280.569733,-376.266907,-325.466034,-272.305969,-605.552917,-404.534851,-285.139526,-257.354401,-416.623657,-304.873779,-428.437469,-145.788116,-296.122559,-654.349365,-129.645508,-302.319733,-432.516571,-450.952515,,,,,,,,,,,,
3378,28.150000,-271.546570,-573.937012,-265.080780,-285.237091,-354.987671,-201.081467,-270.779938,-692.145691,-216.249619,-280.207184,-379.629730,-327.859772,-272.125580,-608.973206,-407.244965,-284.441406,-260.797516,-419.169250,-305.093567,-434.617615,-147.471268,-296.144318,-653.037537,-129.889633,-301.859680,-436.024994,-453.594055,,,,,,,,,,,,
3379,28.158000,-271.618896,-577.144104,-267.683716,-285.436371,-360.265228,-203.121033,-270.737976,-693.454346,-215.171402,-279.964417,-382.769348,-330.236877,-271.663055,-612.398743,-409.897125,-284.022583,-264.098755,-421.754822,-305.392029,-439.560272,-149.147293,-296.323975,-651.541260,-129.976639,-301.319031,-439.256744,-456.302368,,,,,,,,,,,,
3380,28.167000,-271.607391,-580.107239,-270.177185,-285.861908,-364.634735,-205.394562,-270.817841,-695.021912,-213.711685,-279.852386,-385.616791,-332.741638,-271.102325,-615.548950,-412.408020,-283.784454,-267.317383,-424.699554,-305.798676,-443.370026,-150.662506,-296.331299,-650.066223,-130.247055,-300.755341,-442.513153,-459.111633,,,,,,,,,,,,
3381,28.175000,-271.318695,-582.636414,-272.379730,-286.194489,-368.010956,-207.936081,-270.691742,-695.792175,-212.664047,-279.766388,-388.254730,-335.356659,-270.349518,-618.501343,-414.581390,-283.848114,-270.321899,-427.882904,-306.037781,-446.271790,-152.441528,-296.368561,-648.425659,-130.539978,-300.279388,-445.639038,-461.918121,,,,,,,,,,,,
3382,28.183000,-271.115387,-584.689087,-274.492554,-286.638794,-370.659363,-210.507950,-270.216217,-696.230164,-211.471664,-280.026825,-390.568817,-337.935547,-269.430267,-621.153564,-416.474121,-284.098022,-273.141541,-431.160767,-306.444122,-448.251190,-154.230362,-296.262115,-646.762390,-130.873688,-299.724792,-448.724579,-464.672180,,,,,,,,,,,,
3383,28.192000,-270.888763,-586.399902,-276.321014,-287.222870,-372.526398,-213.315460,-269.398865,-696.200256,-210.364105,-280.575867,-392.396576,-340.879700,-268.344299,-623.664429,-418.206329,-284.603546,-275.763306,-434.577637,-306.865479,-449.333527,-155.782578,-296.203552,-644.868042,-131.072479,-299.346924,-451.518036,-467.276550,,,,,,,,,,,,
3384,28.200000,-270.706787,-587.841553,-277.821014,-287.880035,-373.726471,-216.327377,-268.802399,-696.033813,-209.085052,-280.919281,-394.277252,-343.709595,-267.174225,-625.855774,-419.610809,-285.295074,-278.211823,-438.010681,-307.417633,-449.423920,-157.195511,-296.156403,-643.081665,-131.251846,-298.791290,-454.270142,-469.839111,,,,,,,,,,,,
3385,28.208000,-270.338226,-589.260742,-279.315979,-289.145325,-374.243164,-219.126190,-268.040466,-695.757751,-208.209671,-281.623840,-395.864594,-346.232941,-265.947937,-627.934631,-420.892639,-286.005249,-280.539154,-441.477905,-308.443451,-448.987122,-158.815170,-296.165985,-641.446167,-131.438736,-298.360748,-456.804962,-472.228546,,,,,,,,,,,,
3386,28.217000,-270.049957,-590.589050,-280.854340,-290.559875,-374.258331,-221.674515,-267.693207,-695.476135,-207.327423,-282.270966,-397.283752,-348.378082,-264.705719,-629.957764,-422.161987,-286.729065,-282.733307,-444.617645,-309.903900,-448.201385,-160.336838,-296.372681,-640.315735,-131.615082,-297.746277,-459.234222,-474.624939,,,,,,,,,,,,
3387,28.225000,-270.161316,-591.913086,-282.322327,-292.593658,-373.831787,-223.823502,-267.270905,-695.523926,-207.075287,-283.043427,-398.400146,-350.159302,-263.601044,-631.804260,-423.476807,-287.338348,-284.930359,-447.594879,-311.943268,-446.981689,-161.556305,-297.025940,-639.717102,-132.198868,-297.208191,-461.489441,-476.869873,,,,,,,,,,,,
3388,28.233000,-270.453552,-593.481628,-283.817871,-294.888550,-373.103241,-225.442612,-267.299011,-696.152649,-207.242294,-284.001190,-399.324158,-351.464142,-262.641663,-633.743103,-424.969910,-287.993408,-287.021454,-450.238068,-314.308502,-445.599640,-162.505386,-298.013519,-639.731689,-133.302582,-296.662292,-463.789734,-479.106537,,,,,,,,,,,,
3389,28.242000,-270.667847,-595.633118,-285.580078,-297.262421,-372.318756,-226.710663,-267.617096,-697.402832,-207.977493,-285.129059,-400.160553,-352.095886,-261.726562,-635.679504,-426.630402,-288.446716,-289.163727,-452.456757,-317.238922,-444.069000,-162.850372,-299.250580,-640.504089,-134.823868,-296.112213,-465.958801,-481.219208,,,,,,,,,,,,
3390,28.250000,-271.019379,-598.150879,-287.500458,-299.915955,-371.287079,-227.305679,-268.569244,-699.303894,-208.850418,-286.331726,-400.719116,-352.154388,-261.026703,-637.799561,-428.617828,-288.708588,-291.357635,-454.453491,-320.391876,-442.389191,-162.922089,-300.655273,-641.997925,-136.640930,-295.571289,-468.239288,-483.420380,,,,,,,,,,,,
3391,28.258000,-271.585449,-601.064697,-289.519012,-302.636993,-369.946564,-227.572128,-269.571533,-701.869141,-210.528854,-287.596619,-400.937775,-351.713165,-260.491882,-639.893860,-430.882568,-288.888245,-293.480072,-456.147156,-323.477509,-440.584106,-162.602463,-302.428467,-644.173157,-138.678055,-295.060089,-470.202393,-485.595062,,,,,,,,,,,,
3392,28.267000,-272.391632,-604.240051,-291.790588,-305.197876,-368.459106,-227.656281,-270.841675,-704.799255,-212.518524,-288.545349,-401.141907,-351.348083,-260.166016,-641.971313,-433.283234,-288.858734,-295.674103,-457.678802,-326.271423,-438.621552,-162.340424,-304.213989,-647.124207,-141.033478,-294.549835,-472.267090,-487.832367,,,,,,,,,,,,
3393,28.275000,-272.922607,-607.630188,-293.971130,-306.969879,-366.871735,-227.869263,-272.378235,-708.920166,-215.351822,-289.356567,-401.476257,-350.948212,-260.024536,-644.058899,-435.773773,-288.930298,-297.576447,-458.864502,-328.561310,-436.291931,-162.047119,-305.727600,-651.009705,-143.572403,-294.202179,-474.092163,-489.817261,,,,,,,,,,,,
3394,28.283000,-273.616364,-611.306152,-296.024139,-308.039459,-365.092560,-228.250214,-273.435883,-712.893250,-217.787643,-290.118195,-401.531738,-350.514130,-260.132538,-645.973450,-438.238800,-288.574097,-299.243744,-460.266296,-330.043823,-434.040588,-162.129532,-307.085938,-655.770691,-146.127945,-294.104889,-475.862732,-491.626404,,,,,,,,,,,,
3395,28.292000,-274.328674,-615.008911,-298.261749,-308.625702,-363.186157,-228.903412,-274.110718,-717.669678,-221.431168,-290.639740,-401.412903,-350.502838,-260.335052,-647.598206,-440.910492,-289.092926,-300.918304,-461.607819,-330.740356,-431.701324,-162.461884,-308.245544,-661.323730,-148.738190,-294.047363,-477.325439,-493.901001,,,,,,,,,,,,
3396,28.300000,-274.919983,-618.820068,-300.199432,-308.837585,-361.004639,-229.752686,-274.742676,-722.658936,-225.013626,-290.864105,-401.082153,-350.935699,-260.706757,-648.864502,-443.406494,-289.576050,-302.440338,-463.420898,-330.948486,-429.332214,-163.078033,-309.153076,-667.554260,-151.502686,-294.323334,-478.327972,-496.078491,,,,,,,,,,,,
3397,28.308000,-275.212738,-622.665100,-301.946899,-308.617554,-358.707825,-231.130035,-275.174744,-728.249023,-229.188934,-291.083954,-400.379303,-351.726135,-261.193970,-649.845825,-445.807922,-289.452148,-303.170074,-465.694061,-330.986572,-427.050629,-163.966766,-309.413574,-675.042053,-154.176971,-294.792877,-479.325134,-498.442932,,,,,,,,,,,,
3398,28.317000,-275.282684,-626.688660,-303.505005,-308.424713,-356.314362,-232.920303,-275.132690,-734.049805,-233.582825,-291.288544,-399.675293,-352.889099,-261.885681,-650.696655,-447.886566,-289.649933,-303.930359,-468.107880,-330.721802,-424.276947,-165.621811,-309.119476,-683.352417,-156.517563,-295.288452,-480.130768,-500.666321,,,,,,,,,,,,
3399,28.325000,-275.441010,-630.531494,-304.792450,-308.150177,-353.974854,-235.242126,-274.664764,-739.920532,-238.015961,-291.354218,-398.976379,-354.644073,-262.818024,-651.165039,-449.720459,-289.869781,-304.442444,-470.766571,-330.538696,-421.488342,-167.531067,-308.436981,-692.519531,-158.844910,-295.972626,-480.737396,-502.934814,,,,,,,,,,,,
